0	4
0	5
0	6
0	7
0	8
0	14
0	16
0	17
0	20
0	21
0	29
0	37
0	45
0	52
0	59
0	65
0	77
0	85
0	95
1	4
1	5
1	9
1	12
1	16
1	18
1	19
1	34
1	39
1	47
1	49
1	64
1	66
1	97
2	4
2	6
2	11
2	14
2	15
2	22
2	23
2	36
2	46
2	47
2	48
2	54
2	61
2	62
2	75
2	79
2	83
2	86
2	87
2	91
3	4
3	5
3	6
3	7
3	8
3	13
3	14
3	18
3	21
3	24
3	25
3	29
3	33
3	36
3	38
3	41
3	59
3	69
3	70
3	71
3	90
3	95
4	5
4	10
4	11
4	12
4	13
4	15
4	20
4	21
4	22
4	24
4	25
4	26
4	32
4	34
4	38
4	43
4	50
4	53
4	56
4	64
4	77
4	82
4	84
4	86
4	89
4	90
4	92
4	96
5	6
5	7
5	8
5	9
5	10
5	11
5	13
5	19
5	21
5	31
5	32
5	42
5	48
5	50
5	52
5	56
5	57
5	64
5	68
5	70
5	76
5	78
5	80
5	99
6	7
6	8
6	9
6	10
6	18
6	20
6	22
6	23
6	27
6	59
6	79
6	83
7	9
7	10
7	12
7	20
7	40
7	44
7	47
8	11
8	14
8	23
8	24
8	26
8	27
8	29
8	33
8	35
8	42
8	43
8	45
8	47
8	58
8	60
8	67
8	69
8	73
8	77
8	81
8	84
8	85
8	94
8	99
9	16
9	19
9	28
9	40
9	41
9	50
9	53
9	58
9	59
9	72
9	87
9	96
9	98
10	12
10	25
10	27
10	28
10	49
10	51
10	92
11	15
11	28
11	32
11	33
11	39
11	57
11	75
12	13
12	17
12	18
12	24
12	26
12	27
12	38
12	43
12	57
12	63
12	75
12	84
13	17
13	19
13	36
13	38
13	40
13	55
13	66
13	81
13	86
13	98
14	16
14	28
14	34
14	42
14	52
14	63
14	83
14	94
15	17
15	22
15	23
15	32
15	34
15	41
15	74
15	95
16	35
16	39
16	46
16	64
16	65
16	71
16	96
17	31
17	35
17	36
17	63
17	72
17	77
17	93
18	30
18	44
18	49
18	89
18	91
19	25
19	26
19	30
19	37
19	54
19	76
19	98
20	30
20	31
20	41
20	46
20	53
20	58
20	65
20	67
20	68
20	87
20	99
21	55
22	48
22	55
22	78
24	30
24	39
24	46
24	52
24	57
25	98
26	31
26	35
26	43
26	49
26	60
26	62
26	85
26	88
27	71
28	29
28	53
28	65
28	70
29	50
30	37
30	74
32	45
32	68
32	97
33	45
33	66
33	69
33	92
34	56
34	92
35	37
35	55
35	61
35	63
35	67
35	72
35	84
35	88
36	44
36	56
36	61
36	68
36	69
36	72
36	80
36	81
36	87
37	40
37	42
37	44
37	67
37	74
38	51
39	48
39	80
41	51
41	61
41	73
41	93
42	54
43	73
43	94
44	54
45	95
46	88
46	91
48	73
48	78
48	83
49	51
49	60
49	82
50	58
50	62
50	79
50	89
51	60
53	71
57	70
57	93
58	62
59	78
59	82
63	75
63	76
63	79
64	82
65	66
65	74
65	91
65	93
68	97
69	94
70	76
72	81
72	90
73	96
73	99
74	89
75	80
75	97
81	85
84	88
89	90
