1	2	1
1	5	1
1	7	1
2	10	1
2	11	1
2	39	1
2	40	1
2	41	1
2	42	1
3	101	1
3	112	1
3	41	1
3	67	1
3	9	1
3	91	1
4	104	1
4	116	1
4	32	1
4	55	1
4	6	1
4	74	1
5	38	1
5	45	1
5	66	1
5	69	1
5	8	1
5	85	1
5	89	1
5	9	1
5	91	1
6	31	1
7	102	1
8	12	1
8	9	1
9	10	1
9	11	1
9	40	1
9	41	1
9	53	1
9	66	1
9	69	1
9	70	1
9	82	1
9	89	1
10	102	1
10	108	1
10	38	1
10	54	1
10	70	1
10	83	1
10	89	1
10	91	1
10	94	1
11	28	1
11	40	1
11	43	1
11	65	1
11	79	1
11	94	1
12	100	1
12	108	1
12	15	1
12	19	1
12	39	1
12	40	1
12	66	1
12	67	1
12	69	1
12	73	1
12	75	1
12	97	1
13	14	1
13	15	1
13	16	1
13	18	1
13	19	1
13	30	1
13	47	1
13	59	1
13	65	1
13	74	1
13	86	1
13	92	1
14	101	1
14	15	1
14	17	1
14	18	1
14	51	1
14	56	1
14	57	1
14	74	1
14	75	1
15	115	1
15	18	1
15	22	1
15	29	1
15	33	1
15	34	1
15	37	1
15	40	1
15	54	1
15	59	1
15	60	1
15	62	1
15	65	1
15	80	1
15	81	1
15	83	1
15	96	1
16	17	1
16	19	1
16	22	1
16	27	1
16	29	1
16	49	1
16	60	1
17	19	1
17	47	1
17	64	1
17	74	1
18	28	1
18	56	1
18	74	1
18	86	1
19	36	1
19	63	1
20	112	1
20	117	1
20	21	1
20	24	1
20	95	1
21	117	1
21	23	1
21	25	1
21	36	1
21	37	1
21	38	1
21	95	1
22	92	1
23	102	1
23	115	1
23	29	1
23	33	1
23	34	1
23	37	1
23	40	1
23	51	1
23	54	1
23	63	1
23	80	1
24	35	1
24	75	1
24	81	1
24	93	1
25	111	1
25	112	1
25	27	1
25	37	1
25	41	1
25	93	1
25	95	1
25	98	1
26	109	1
26	27	1
26	29	1
26	32	1
26	33	1
27	30	1
27	46	1
27	54	1
28	100	1
28	31	1
28	32	1
28	71	1
29	104	1
29	105	1
29	106	1
29	113	1
29	48	1
29	63	1
30	100	1
30	104	1
30	84	1
30	99	1
31	100	1
31	41	1
31	49	1
31	60	1
32	47	1
32	55	1
32	92	1
33	109	1
33	34	1
33	35	1
33	60	1
35	100	1
35	105	1
35	109	1
35	74	1
35	92	1
35	98	1
36	43	1
36	45	1
36	76	1
37	54	1
38	101	1
38	58	1
38	69	1
38	77	1
38	86	1
39	78	1
40	54	1
40	69	1
40	71	1
40	85	1
40	89	1
40	94	1
41	103	1
41	109	1
41	69	1
41	70	1
41	94	1
42	103	1
42	110	1
42	67	1
42	72	1
42	74	1
42	83	1
43	44	1
43	46	1
44	46	1
44	48	1
44	76	1
45	63	1
45	72	1
45	76	1
45	77	1
45	80	1
45	93	1
46	60	1
46	82	1
46	84	1
46	87	1
47	97	1
48	49	1
48	52	1
49	100	1
49	103	1
50	89	1
51	114	1
52	116	1
52	63	1
53	63	1
53	68	1
53	78	1
53	84	1
53	89	1
54	105	1
54	115	1
54	71	1
54	73	1
54	74	1
54	96	1
55	84	1
55	87	1
55	94	1
57	101	1
57	68	1
57	74	1
58	110	1
58	88	1
60	113	1
60	74	1
61	87	1
62	63	1
63	75	1
63	86	1
66	67	1
67	98	1
68	69	1
68	70	1
69	101	1
69	109	1
69	111	1
69	93	1
69	98	1
71	72	1
71	73	1
72	103	1
72	73	1
72	78	1
73	84	1
73	99	1
74	108	1
74	116	1
74	97	1
75	77	1
75	80	1
75	89	1
77	81	1
77	89	1
78	85	1
78	86	1
78	88	1
79	97	1
81	82	1
82	83	1
82	85	1
83	91	1
84	107	1
84	99	1
86	106	1
87	101	1
87	105	1
89	90	1
91	94	1
93	112	1
94	102	1
94	98	1
97	100	1
97	106	1
98	103	1
98	111	1
101	102	1
102	112	1
118	137	1
119	125	1
119	126	1
119	128	1
119	129	1
119	158	1
119	160	1
120	121	1
120	132	1
120	136	1
120	161	1
121	125	1
121	126	1
121	127	1
121	128	1
121	129	1
121	135	1
121	136	1
121	138	1
121	140	1
121	142	1
121	148	1
121	151	1
121	162	1
122	137	1
123	124	1
123	125	1
123	126	1
123	160	1
124	125	1
124	126	1
124	160	1
125	127	1
125	134	1
125	142	1
125	161	1
126	137	1
126	160	1
126	162	1
127	130	1
127	131	1
127	132	1
127	133	1
127	134	1
127	136	1
127	142	1
127	144	1
127	145	1
127	148	1
127	151	1
127	156	1
127	159	1
127	161	1
127	162	1
128	129	1
128	133	1
128	138	1
128	141	1
128	146	1
128	149	1
128	152	1
128	156	1
128	157	1
128	163	1
128	164	1
129	131	1
129	132	1
129	141	1
129	155	1
130	140	1
130	141	1
130	144	1
131	133	1
131	159	1
132	134	1
132	142	1
132	144	1
132	145	1
133	141	1
133	142	1
133	152	1
133	154	1
133	156	1
134	139	1
134	143	1
135	136	1
135	137	1
136	138	1
136	139	1
136	157	1
137	142	1
137	143	1
138	141	1
138	144	1
138	158	1
139	151	1
139	162	1
141	144	1
141	145	1
143	145	1
143	151	1
143	161	1
144	156	1
145	147	1
145	148	1
147	153	1
148	149	1
148	150	1
148	151	1
148	153	1
149	152	1
149	158	1
149	163	1
150	152	1
150	155	1
151	155	1
152	153	1
152	164	1
153	154	1
155	162	1
159	165	1
161	162	1
166	168	1
166	169	1
166	170	1
166	171	1
166	172	1
166	173	1
167	168	1
167	190	1
168	179	1
168	194	1
168	196	1
168	197	1
168	198	1
168	200	1
168	203	1
169	170	1
169	172	1
169	197	1
170	185	1
170	188	1
170	189	1
170	193	1
170	202	1
171	174	1
171	175	1
172	198	1
172	200	1
173	188	1
173	197	1
174	175	1
174	177	1
175	176	1
175	183	1
175	190	1
175	191	1
176	177	1
176	186	1
176	198	1
177	196	1
177	206	1
178	179	1
178	180	1
178	181	1
179	194	1
179	197	1
180	181	1
182	184	1
182	187	1
182	188	1
182	189	1
183	184	1
183	191	1
183	192	1
183	195	1
184	186	1
184	188	1
184	193	1
184	204	1
185	186	1
185	193	1
185	195	1
185	202	1
185	204	1
186	187	1
186	195	1
187	199	1
187	201	1
188	193	1
189	192	1
189	202	1
191	202	1
192	193	1
192	194	1
192	195	1
192	198	1
192	201	1
193	195	1
193	202	1
194	197	1
194	198	1
194	199	1
194	200	1
194	201	1
194	203	1
195	197	1
197	203	1
197	205	1
198	202	1
198	205	1
199	200	1
207	208	1
207	209	1
207	210	1
207	211	1
207	212	1
207	213	1
208	211	1
208	216	1
208	220	1
208	221	1
208	225	1
208	226	1
208	229	1
208	231	1
209	210	1
209	211	1
209	213	1
209	217	1
209	218	1
209	220	1
209	221	1
209	228	1
210	211	1
210	220	1
210	221	1
210	225	1
210	227	1
211	216	1
211	228	1
211	232	1
211	234	1
213	214	1
213	215	1
213	218	1
213	229	1
214	215	1
214	216	1
215	226	1
215	231	1
215	236	1
215	237	1
215	238	1
216	220	1
216	225	1
216	228	1
216	230	1
216	235	1
217	218	1
217	220	1
217	222	1
217	225	1
217	226	1
219	220	1
219	221	1
219	224	1
219	226	1
219	228	1
219	234	1
219	235	1
219	240	1
220	223	1
220	225	1
220	226	1
220	228	1
220	232	1
221	223	1
221	224	1
221	228	1
223	224	1
224	227	1
226	235	1
227	229	1
229	241	1
230	231	1
231	232	1
231	235	1
231	236	1
231	237	1
231	238	1
232	236	1
232	237	1
232	238	1
232	239	1
233	234	1
233	235	1
234	240	1
237	238	1
237	239	1
238	105	1
238	239	1
238	107	1
237	107	1
105	239	1
105	107	1
7	110	1
7	91	1
7	70	1
130	91	1
91	70	1
180	124	1
181	124	1
222	188	1
222	234	1
222	173	1
188	234	1
234	173	1
1	3	2
1	4	2
1	7	2
1	72	2
2	10	2
2	11	2
2	110	2
2	39	2
2	40	2
2	41	2
2	42	2
3	101	2
3	112	2
3	67	2
3	9	2
4	104	2
4	109	2
4	116	2
4	22	2
4	32	2
4	46	2
4	5	2
4	55	2
4	59	2
4	74	2
5	39	2
5	6	2
5	66	2
5	8	2
5	89	2
6	109	2
6	31	2
6	32	2
7	102	2
8	10	2
8	11	2
8	9	2
9	11	2
