1	0
2	0.86
4	0
6	0.50
7	0.13
8	0
9	0
10	0.38
12	0
13	0.46
14	0
15	0.21
17	0.22
18	0.77
19	0.48
20	0.43
21	0
22	0.72
23	0.60
24	0
25	0.26
26	0.61
28	0
33	0
34	0
35	0.13
36	0.35
37	0.20
38	0.49
39	0.17
40	0.93
41	0.17
42	0.66
43	0.59
44	0
45	0.44
46	0
47	0.15
48	0.07
49	0
50	0
51	0.19
52	0
53	0
54	0.33
55	0
56	0.06
57	0.39
58	0.23
59	0.39
60	0.68
61	0
62	0
63	0
64	0.15
65	0.42
66	0.09
67	0
68	0.89
69	0
70	0
71	0.17
72	0.41
73	0
74	0.39
75	0.74
76	0
77	0.96
78	0
79	0
80	0
81	0.76
82	0
83	0.19
84	0.63
85	1.00
86	0
87	0.02
88	0
89	0
90	0
91	0.74
92	0
93	0
94	0.77
95	0
96	0.49
97	0
98	0
99	0.27
100	0
