2	98
2	93
90	54
90	66
90	1
90	99
90	44
90	71
90	57
90	49
90	46
90	61
98	7
98	13
98	18
98	54
98	56
98	72
98	85
98	68
98	82
98	92
98	1
98	47
98	60
98	79
98	73
7	87
9	6
9	44
6	97
10	19
10	39
44	97
13	95
14	52
14	96
17	61
17	93
15	61
15	86
18	53
19	100
20	84
20	97
84	38
84	41
84	49
84	4
84	68
84	100
88	43
88	63
88	83
88	34
88	95
88	76
88	100
88	89
22	26
22	94
63	26
63	66
23	95
23	99
80	24
80	40
80	94
80	74
80	59
80	86
94	24
94	40
94	46
94	75
94	81
94	82
94	64
94	51
94	93
94	92
28	12
28	71
12	100
35	42
35	85
42	33
42	62
36	25
36	52
25	86
37	96
37	97
38	41
39	48
33	62
43	92
43	96
45	96
45	79
45	91
92	73
92	74
92	79
92	47
92	97
92	81
92	57
92	69
96	78
96	79
96	89
96	100
96	58
96	93
96	97
96	91
46	69
47	99
48	100
48	87
79	8
79	81
49	97
50	60
50	99
50	89
34	100
51	58
51	76
69	74
69	21
69	77
52	72
53	95
53	100
54	83
55	95
55	99
55	100
95	59
95	86
95	87
95	100
95	99
95	72
95	76
99	64
99	67
99	70
99	71
99	91
99	100
99	78
99	97
99	81
99	65
99	66
100	57
100	62
100	70
100	86
100	87
100	93
100	76
100	83
56	72
56	85
72	66
58	87
59	67
60	82
4	8
64	85
93	67
93	70
93	71
93	91
93	78
93	82
93	97
65	77
65	91
65	67
68	82
68	21
97	70
97	91
97	75
70	91
71	91
91	87
91	74
73	85
73	83
73	89
85	89
85	86
74	89
75	77
75	81
75	82
76	77
77	81
78	83
78	89
83	89
86	87
