0	1
1	1
2	1
3	4
4	2
5	1
6	3
7	1
8	4
9	3
10	1
11	2
12	2
13	2
14	1
15	1
16	2
17	1
18	1
19	2
20	2
21	2
22	3
23	2
24	2
25	1
26	4
27	2
28	1
29	2
30	1
31	3
32	1
33	1
34	3
35	1
36	1
37	3
38	4
39	1
40	2
41	3
42	3
43	2
44	4
45	3
46	3
47	2
48	1
49	2
50	4
51	3
52	4
53	1
54	2
55	3
56	4
57	4
58	3
59	3
60	4
61	2
62	4
63	4
64	1
65	2
66	2
67	3
68	4
69	1
70	4
71	2
72	4
73	3
74	2
75	1
76	1
77	1
78	4
79	3
80	3
81	4
82	1
83	4
84	2
85	3
86	2
87	2
88	3
89	3
90	3
91	2
92	1
93	4
94	3
95	3
96	1
97	4
98	1
99	2
100	1
101	2
102	4
103	2
104	1
105	2
106	2
107	2
108	3
109	3
110	1
111	2
112	2
113	4
114	1
115	3
116	4
117	4
118	4
119	3
120	1
121	3
122	1
123	4
124	1
125	3
126	2
127	4
128	4
129	4
130	1
131	1
132	2
133	4
134	4
135	2
136	2
137	2
138	2
139	1
140	2
141	1
142	4
143	1
144	1
145	4
146	2
147	2
148	3
149	4
150	3
151	1
152	3
153	1
154	4
155	2
156	2
157	3
158	4
159	2
160	1
161	3
162	3
163	2
164	3
165	1
166	1
167	2
168	3
169	3
170	1
171	3
172	3
173	1
174	3
175	1
176	1
177	2
178	2
179	1
180	2
181	1
182	2
183	3
184	3
185	1
186	1
187	1
188	3
189	1
190	3
191	2
192	3
193	4
194	4
195	2
196	3
197	4
198	1
199	2
200	3
201	2
202	2
203	1
204	4
205	2
206	1
207	1
208	4
209	3
210	1
211	2
212	2
213	1
214	1
215	2
216	3
217	3
218	1
219	3
220	1
221	2
222	4
223	1
224	2
225	2
226	2
227	4
228	2
229	4
230	4
231	2
232	1
233	2
234	1
235	2
236	2
237	3
238	4
239	2
240	3
241	2
242	2
243	1
244	3
245	3
246	2
247	1
248	1
249	1
250	4
251	1
252	4
253	3
254	4
255	4
256	4
257	4
258	4
259	3
260	4
261	1
262	2
263	2
264	3
265	3
266	2
267	2
268	2
269	4
270	4
271	3
272	4
273	2
274	2
275	2
276	1
277	2
278	2
279	2
280	1
281	3
282	1
283	2
284	2
285	3
286	3
287	3
288	1
289	3
290	2
291	4
292	4
293	2
294	4
295	3
296	1
297	4
298	3
299	3
300	2
301	1
302	3
303	3
304	2
305	1
306	1
307	4
308	3
309	4
310	2
311	4
312	3
313	3
314	4
315	4
316	2
317	3
318	2
319	4
320	3
321	1
322	1
323	1
324	2
325	2
326	2
327	4
328	4
329	1
330	2
331	2
332	1
333	2
334	3
335	4
336	2
337	1
338	2
339	4
340	2
341	2
342	4
343	2
344	1
345	2
346	2
347	2
348	4
349	3
350	1
351	4
352	3
353	1
354	3
355	1
356	2
357	2
358	1
359	2
360	4
361	1
362	3
363	4
364	2
365	3
366	4
367	1
368	2
369	1
370	1
371	1
372	4
373	1
374	2
375	2
376	3
377	3
378	4
379	3
380	1
381	2
382	3
383	2
384	1
385	2
386	1
387	1
388	1
389	2
390	1
391	3
392	4
393	1
394	3
395	1
396	2
397	4
398	2
399	4
400	2
401	3
402	2
403	2
404	3
405	4
406	1
407	4
408	4
409	1
410	4
411	1
412	2
413	4
414	4
415	2
416	3
417	3
418	4
419	2
420	2
421	3
422	4
423	2
424	4
425	1
426	4
427	4
428	3
429	2
430	4
431	1
432	3
433	2
434	2
435	3
436	4
437	4
438	2
439	3
440	4
441	4
442	1
443	4
444	2
445	2
446	1
447	3
448	3
449	1
450	1
451	4
452	1
453	2
454	3
455	3
456	4
457	3
458	2
459	1
460	3
461	3
462	4
463	2
464	4
465	1
466	4
467	4
468	3
469	2
470	3
471	1
472	2
473	2
474	2
475	4
476	2
477	1
478	1
479	4
480	4
481	4
482	3
483	4
484	2
485	2
486	1
487	4
488	1
489	4
490	2
491	3
492	2
493	3
494	2
495	3
496	4
497	4
498	4
499	3
500	4
501	2
502	1
503	2
504	4
505	3
506	1
507	2
508	1
509	4
510	2
511	1
512	2
513	3
514	3
515	1
516	1
517	4
518	4
519	3
520	1
521	1
522	2
523	1
524	2
525	3
526	1
527	4
528	2
529	3
530	2
531	2
532	4
533	1
534	1
535	2
536	1
537	2
538	3
539	4
540	2
541	1
542	3
543	2
544	4
545	3
546	4
547	3
548	3
549	1
550	3
551	4
552	4
553	2
554	3
555	3
556	4
557	1
558	4
559	2
560	4
561	4
562	2
563	2
564	1
565	2
566	3
567	4
568	2
569	2
570	1
571	1
572	1
573	2
574	4
575	1
576	4
577	3
578	1
579	2
580	4
581	3
582	2
583	2
584	1
585	3
586	4
587	4
588	4
589	3
590	4
591	3
592	4
593	1
594	2
595	1
596	1
597	1
598	2
599	3
600	2
601	3
602	4
603	3
604	2
605	3
606	1
607	1
608	4
609	4
610	3
611	2
612	2
613	2
614	2
615	1
616	4
617	1
618	3
619	4
620	2
621	2
622	2
623	4
624	1
625	2
626	1
627	1
628	1
629	4
630	3
631	4
632	1
633	2
634	2
635	3
636	4
637	4
638	3
639	3
640	2
641	3
642	2
643	2
644	2
645	3
646	3
647	1
648	2
649	4
650	4
651	2
652	2
653	4
654	2
655	3
656	4
657	1
658	3
659	2
660	1
661	4
662	2
663	3
664	4
665	4
666	4
667	2
668	1
669	3
670	4
671	2
672	2
673	2
674	1
675	1
676	2
677	1
678	2
679	3
680	4
681	3
682	2
683	1
684	4
685	4
686	4
687	3
688	1
689	1
690	3
691	4
692	2
693	2
694	1
695	2
696	2
697	4
698	4
699	2
700	2
701	1
702	4
703	4
704	1
705	1
706	1
707	3
708	1
709	4
710	1
711	2
712	1
713	2
714	3
715	2
716	1
717	1
718	2
719	1
720	2
721	2
722	2
723	3
724	3
725	1
726	2
727	1
728	4
729	1
730	3
731	2
732	2
733	3
734	4
735	3
736	2
737	1
738	2
739	3
740	1
741	3
742	4
743	4
744	4
745	3
746	1
747	1
748	1
749	2
750	2
751	4
752	2
753	2
754	1
755	4
756	2
757	1
758	2
759	2
760	4
761	4
762	1
763	2
764	1
765	3
766	4
767	3
768	2
769	3
770	2
771	1
772	3
773	1
774	2
775	2
776	1
777	3
778	3
779	1
780	4
781	3
782	2
783	4
784	4
785	3
786	2
787	1
788	2
789	2
790	3
791	2
792	2
793	3
794	2
795	2
796	1
797	2
798	3
799	4
800	2
801	3
802	3
803	4
804	1
805	3
806	4
807	2
808	4
809	3
810	4
811	2
812	3
813	4
