1	402
1	990
402	964
402	987
990	22
990	25
990	48
990	80
990	152
990	227
990	241
990	280
990	329
990	356
990	393
990	439
990	449
990	465
990	490
990	504
990	507
990	522
990	533
990	540
990	547
990	561
990	567
990	595
990	618
990	625
990	635
990	670
990	671
990	690
990	710
990	724
990	761
990	763
990	776
990	778
990	789
990	790
990	821
990	845
990	846
990	862
990	865
990	869
990	904
990	913
990	917
990	943
990	947
990	956
990	958
990	961
990	967
990	972
990	979
990	983
990	988
990	996
990	997
2	715
2	989
715	867
715	977
715	995
715	997
989	52
989	79
989	101
989	147
989	162
989	174
989	176
989	215
989	249
989	290
989	325
989	332
989	365
989	434
989	516
989	520
989	525
989	573
989	575
989	599
989	602
989	615
989	619
989	631
989	653
989	686
989	688
989	717
989	718
989	726
989	739
989	743
989	774
989	810
989	836
989	839
989	853
989	872
989	880
989	888
989	900
989	910
989	926
989	935
989	951
989	960
989	963
989	971
989	976
989	978
989	981
989	982
989	985
989	1000
3	668
3	999
668	187
668	740
668	909
668	980
999	61
999	91
999	93
999	119
999	142
999	173
999	179
999	191
999	198
999	223
999	242
999	252
999	256
999	320
999	387
999	432
999	456
999	468
999	469
999	488
999	497
999	513
999	560
999	581
999	588
999	605
999	614
999	634
999	666
999	672
999	677
999	687
999	730
999	734
999	747
999	749
999	781
999	787
999	794
999	803
999	806
999	807
999	814
999	817
999	820
999	822
999	825
999	827
999	829
999	832
999	835
999	838
999	840
999	850
999	853
999	856
999	864
999	868
999	871
999	873
999	876
999	882
999	894
999	902
999	903
999	911
999	922
999	923
999	932
999	941
999	952
999	957
999	965
999	970
999	984
999	991
4	679
4	937
679	54
679	946
679	955
679	987
937	9
937	84
937	411
937	566
937	647
937	890
937	933
937	969
937	986
5	571
5	964
571	831
964	197
964	258
964	293
964	336
964	444
964	485
964	546
964	655
964	733
964	769
964	841
964	914
6	995
995	18
995	125
995	226
995	245
995	259
995	308
995	372
995	377
995	392
995	429
995	457
995	487
995	492
995	515
995	564
995	582
995	590
995	603
995	606
995	638
995	650
995	669
995	693
995	697
995	704
995	768
995	775
995	783
995	815
995	833
995	843
995	848
995	854
995	866
995	885
995	896
995	907
995	916
995	920
995	927
995	930
995	944
995	948
995	949
995	959
995	962
995	974
995	992
996	27
996	102
996	111
996	144
996	267
996	270
996	285
996	312
996	316
996	410
996	424
996	572
996	657
996	719
996	722
996	796
996	801
996	925
996	954
996	975
996	994
996	998
7	746
7	997
746	493
746	826
997	64
997	107
997	135
997	159
997	160
997	192
997	255
997	370
997	374
997	415
997	435
997	473
997	484
997	532
997	570
997	596
997	629
997	646
997	648
997	664
997	691
997	695
997	702
997	735
997	736
997	799
997	859
997	879
997	895
997	897
997	905
997	908
997	928
997	938
997	942
8	983
983	114
983	116
983	268
983	327
983	475
983	476
983	494
983	506
983	517
983	579
983	587
983	675
983	752
983	777
983	786
983	830
983	834
983	861
983	886
983	893
983	898
983	919
983	929
983	934
983	936
983	940
983	945
983	950
983	973
1000	85
1000	86
1000	88
1000	139
1000	153
1000	157
1000	177
1000	201
1000	218
1000	219
1000	269
1000	289
1000	315
1000	368
1000	376
1000	381
1000	397
1000	403
1000	467
1000	471
1000	491
1000	521
1000	527
1000	528
1000	530
1000	563
1000	597
1000	600
1000	601
1000	608
1000	609
1000	630
1000	662
1000	706
1000	713
1000	714
1000	716
1000	754
1000	755
1000	764
1000	773
1000	802
1000	823
1000	828
1000	837
1000	857
1000	860
1000	863
1000	889
1000	892
1000	899
1000	921
1000	953
10	753
10	992
753	29
753	550
753	780
992	51
992	56
992	76
992	98
992	235
992	248
992	281
992	283
992	305
992	343
992	380
992	419
992	464
992	508
992	535
992	583
992	709
992	993
11	666
944	44
944	46
944	230
944	286
944	300
944	455
944	576
944	642
944	665
944	818
944	878
944	912
944	939
12	694
12	852
694	333
694	500
694	903
852	483
852	883
852	968
13	867
867	188
867	762
991	28
991	212
991	264
991	295
991	313
991	317
991	388
991	389
991	396
991	460
991	462
991	474
991	509
991	524
991	598
991	622
991	720
991	750
991	756
991	757
991	785
991	808
991	819
14	47
14	757
757	90
15	593
15	939
593	156
593	797
939	59
939	346
939	408
939	480
939	663
939	667
939	844
939	875
939	887
16	422
16	809
422	104
422	993
809	231
809	412
809	442
809	529
809	538
809	805
809	891
17	176
949	382
949	423
949	426
949	553
949	558
949	612
949	652
949	766
949	788
949	793
975	358
975	433
975	503
975	594
975	692
975	795
19	645
19	955
645	804
955	228
955	447
955	537
20	403
973	92
973	213
973	222
973	240
973	310
973	341
973	552
973	554
973	613
973	632
973	748
973	767
973	792
973	800
973	849
973	966
21	299
21	639
299	787
23	586
23	957
586	323
586	924
957	34
957	205
957	272
957	274
957	303
957	322
957	391
957	418
957	589
957	707
957	727
957	751
957	759
957	918
24	713
26	647
647	319
769	291
769	296
966	390
966	395
966	440
966	519
966	551
966	585
966	620
966	636
966	658
966	680
966	744
966	745
30	952
952	35
952	266
952	640
952	798
952	847
998	53
998	94
998	122
998	138
998	146
998	169
998	185
998	253
998	443
998	481
998	499
998	580
998	721
998	723
998	931
31	628
31	675
628	555
32	339
32	819
819	168
819	287
819	591
33	928
928	70
928	178
928	626
928	901
986	100
986	214
986	261
986	307
986	383
986	398
986	405
986	568
